3.8913787842e+01,  7.8049194336e+01,  3.1845679283e+00
1.6934194565e+01,  8.8608798981e+00,  7.2328002930e+01
4.6867481232e+01,  8.5324783325e+01,  3.8484020233e+01
9.0455055237e+01,  5.2043354034e+01,  8.5583732605e+01
1.2994254112e+01,  2.3557479858e+01,  6.8594238281e+01
2.9777259827e+00,  5.3691635132e+00,  6.8860382080e+01
5.3258140564e+01,  4.8835975647e+01,  7.7570892334e+01
4.3753051758e+00,  4.1801290512e+00,  2.9582151413e+01
4.9550285339e+01,  6.7677230835e+01, -2.0380945206e+00
8.8853431702e+01,  2.9520172119e+01,  8.7694511414e+01
6.4197280884e+01,  5.8124809265e+01,  7.9760818481e+01
1.9682994843e+01,  4.2385089874e+01,  5.6480129242e+01
7.6464492798e+01,  3.3100166321e+01,  1.0064760590e+02
1.6474088669e+01,  2.9606607437e+01,  8.9247024536e+01
2.6752193451e+01,  3.0629985809e+01,  6.9335884094e+01
9.9586540222e+01,  2.7334651947e+01,  7.9692291260e+01
9.5854515076e+01,  2.2367488861e+01,  7.4055099487e+01
5.7880302429e+01,  1.0247180176e+02,  3.9988262177e+01
2.2207679749e+01,  3.8197937012e+01,  7.2244087219e+01
5.5582218170e+01,  7.3699531555e+01,  7.9139051437e+00
6.3437013626e+00,  3.5339229584e+01,  6.0578594208e+01
5.6794799805e+01,  3.8681831360e+01,  5.6829841614e+01
7.7237754822e+01,  1.7167461395e+01,  5.5323692322e+01
4.5639129639e+01,  5.4775276184e+01,  8.9026046753e+01
4.2278316498e+01,  7.7549148560e+01,  5.9003501892e+01
3.7035243988e+01,  3.3717613220e+01,  5.4198417664e+01
6.3451980591e+01,  6.7570907593e+01,  9.9931480408e+01
3.8384254456e+01,  5.5891632080e+01,  7.0199073792e+01
3.3600373268e+00,  1.5688808441e+01,  2.7753387451e+01
4.9347549438e+01,  5.9971626282e+01,  7.4391914368e+01
1.0239339828e+01,  3.9023292542e+01,  6.2588157654e+01
8.8120414734e+01,  3.6596214294e+01,  7.9204788208e+01
4.6885513306e+01,  8.2867050171e+01,  8.3956703186e+01
1.4097843170e+01,  2.9568243027e+01,  6.7034790039e+01
5.5097145081e+01,  8.4084503174e+01,  5.1039840698e+01
1.7586402893e+01,  2.1463569641e+01,  6.7513633728e+01
6.3730674744e+01,  8.2014152527e+01,  7.1479942322e+01
5.1289691925e+01,  3.8973087311e+01,  3.1784584045e+01
1.6000141144e+01,  2.6940460205e+01,  2.6933504105e+01
4.6091629028e+01,  9.1820892334e+01,  4.4394981384e+01
2.2677240372e+00,  2.0240131378e+01,  5.8884960175e+01
5.6758834839e+01,  9.8053115845e+01,  4.7690673828e+01
6.2393115997e+01,  5.6249401093e+01,  6.8068603516e+01
6.5833419800e+01,  6.5257919312e+01,  4.2425775528e+00
2.7737142563e+01,  2.9746440887e+01,  7.5252174377e+01
1.7275262833e+01,  2.5546920776e+01,  5.9825862885e+01
4.5224594116e+01,  6.5093208313e+01,  7.6485404968e+01
6.6611289978e-01,  3.3475513458e+01,  6.1510429382e+01
4.5415351868e+01,  6.1094238281e+01,  9.3984855652e+01
2.3265960693e+01,  4.6160800934e+01,  6.8246246338e+01
5.0277126312e+01,  4.5635204315e+01,  9.5829177856e+01
7.2830991745e+00,  5.8691921234e+00,  7.0048622131e+01
6.2543823242e+01,  1.2307619095e+01,  4.8617301941e+01
7.8875358582e+01,  3.5309040070e+01,  1.0177359009e+02
1.9108751297e+01,  1.9727924347e+01,  6.1976051331e+01
3.2571821213e+00,  2.7002676010e+01,  5.7256168365e+01
4.3453338623e+01,  6.1893684387e+01,  1.0341133118e+02
4.8196834564e+01,  7.8872169495e+01,  4.9736209869e+01
8.0131006241e+00,  3.4448928833e+01,  3.5170452118e+01
6.2766159058e+01,  3.1613162994e+01,  3.1937610626e+01
5.5452209473e+01,  7.7728202820e+01,  8.9336875916e+01
8.1298339367e-01,  3.2402313232e+01,  1.7641874313e+01
5.4234672546e+01,  8.3559371948e+01,  2.5531499863e+01
8.5714826584e+00,  4.0125499725e+01,  6.3926498413e+01
3.5538330078e+01,  6.8657958984e+01,  1.5832458496e+01
1.6215976715e+01,  2.2990257263e+01,  3.2665489197e+01
8.2713684082e+01,  5.5708290100e+01,  3.1161375046e+01
5.3244022369e+01,  4.5162956238e+01,  7.9726493835e+01
8.5621757507e+01,  4.4836326599e+01,  9.5478019714e+01
4.5530723572e+01,  2.4487869263e+01,  3.9594879150e+01
6.7408514023e-01,  2.3254699707e+01,  1.7594032288e+01
5.0286010742e+01,  5.8465335846e+01,  9.3622543335e+01
6.8036514282e+01,  5.2534755707e+01,  1.0808423615e+02
4.7422451019e+01,  9.2342239380e+01,  4.3224182129e+01
3.8486675262e+01,  6.6992294312e+01,  1.0192984009e+02
7.4734054565e+01,  6.7092300415e+01,  7.6077682495e+01
1.3442461967e+01,  2.5642494202e+01,  2.5307182312e+01
4.4478717804e+01,  6.3950256348e+01,  9.5842163086e+01
8.8886756897e+00,  1.6753177643e+01,  5.0711143494e+01
3.4334014893e+01,  1.0479965210e+02,  9.2693014145e+00
2.0341861725e+01,  3.7425720215e+01,  5.5298290253e+01
6.0892807007e+01,  7.2908416748e+01, -4.3334856033e+00
4.9063220978e+01,  9.7771820068e+01,  4.7595432281e+01
3.6261558533e+00,  2.2355331421e+01,  2.4510793686e+01
5.2045291901e+01,  5.6391201019e+01,  1.0958501434e+02
8.2766174316e+01,  3.3446140289e+01,  4.9163036346e+01
5.5888900757e+00,  1.6292490005e+01,  1.9151445389e+01
1.3764819145e+01,  2.9399599075e+01,  5.0415657043e+01
1.0234851837e+01,  2.5176630020e+01,  3.1965038300e+01
3.6279567719e+01,  5.5399772644e+01,  1.0188439178e+02
7.0820396423e+01,  7.3719390869e+01,  1.0508234406e+02
5.9433418274e+01,  4.0436706543e+01,  4.4516883850e+01
5.9420742035e+01,  4.7297325134e+01,  2.6665657043e+01
5.1237125397e+01,  4.6197731018e+01,  1.1027004242e+02
7.2646835327e+01,  6.0851425171e+01,  7.7178848267e+01
5.8946695328e+00,  1.6657341003e+01,  3.2016868591e+01
5.9125244141e+01,  7.7305473328e+01,  6.8282333374e+01
5.1690998077e+01,  8.5397491455e+01,  4.3802246094e+01
5.5181571960e+01,  7.3119567871e+01,  7.3965773582e+00
5.5892028809e+01,  1.8541900635e+01,  2.2080980301e+01
4.3416534424e+01,  8.0194244385e+01,  1.4425119400e+01
6.7037384033e+01,  4.0086730957e+01,  4.2796871185e+01
1.2048503876e+01,  3.5112148285e+01,  2.2041221619e+01
3.9094703674e+01,  8.6435562134e+01,  8.9475984573e+00
5.0813987732e+01,  7.8749313354e+01,  7.2538619995e+01
9.4422283173e+00,  3.1875314713e+01,  7.8827873230e+01
6.0748016357e+01,  4.0945060730e+01,  1.1621139526e+01
4.5397872925e+01,  6.1137573242e+01,  1.0464740753e+02
6.3384237289e+00, -1.5006217957e+00,  3.8212162018e+01
7.4494552612e+01,  6.3901103973e+01,  9.8906219482e+01
2.4770936966e+00,  4.4427318573e+01,  6.3975009918e+01
4.3342685699e+01,  5.0665702820e+01,  8.4952606201e+01
